line_in_source,hit_id,colloc,adv,adj,sent_text,sent_id,adv_index,corpus_segment,date,year,polarity,context,context_word,context_type,in_basic,context_overlap
9202,nyt_eng_19940811_0356_10:7,especially_concerned,especially,concerned,"Aides to Bratton said they are especially concerned about the increasingly aggressive opposition of leading Democratic politicians like Rep. Charles Rangel of Harlem and Jose Serrano of the South Bronx , who could put in jeopardy up to $ 57 million of Department of Housing and Urban Development funds for police security in the projects .",nyt_eng_19940811_0356_10,7,nyt_eng_19940811,1994-08-11,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
256257,nyt_eng_19961112_0526_16:4,especially_contentious,especially,contentious,The issue is especially contentious because of the treasure trove contained in local telephone service .,nyt_eng_19961112_0526_16,4,nyt_eng_19961112,1996-11-12,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
146103,nyt_eng_19951214_0555_34:24,especially_eager,especially,eager,"Rightly or wrongly , the Democrats think that Dole , Clinton 's most likely opponent in next year 's presidential election , is especially eager to get a budget agreement and send Congress out of town so that he can concentrate on his campaign for his party 's presidential nomination .",nyt_eng_19951214_0555_34,24,nyt_eng_19951214,1995-12-14,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
38922,nyt_eng_19941228_0002_29:4,especially_familiar,especially,familiar,"But they are especially familiar with Moon after playing Houston in that '91 game and annually in the exhibition season , including two summer meetings in 1992 .",nyt_eng_19941228_0002_29,4,nyt_eng_19941228,1994-12-28,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
430306,nyt_eng_19980413_0010_19:4,especially_galling,especially,galling,"The loss was especially galling for the M 's , because their bullpen had surrendered seven runs without getting an out in the ninth inning here Friday when the Red Sox won 9-7 .",nyt_eng_19980413_0010_19,4,nyt_eng_19980413,1998-04-13,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
209127,nyt_eng_19960625_0197_10:4,especially_good,especially,good,"Low rates are especially good for lenders , who are able to earn more money on their loans when interest rates fall .",nyt_eng_19960625_0197_10,4,nyt_eng_19960625,1996-06-25,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
65181,nyt_eng_19950408_0108_7:9,especially_happy,especially,happy,"Usually personable and polite , Boggs has been especially happy and hyper since Spring Training II began for the Yankees .",nyt_eng_19950408_0108_7,9,nyt_eng_19950408,1995-04-08,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
197936,nyt_eng_19960513_0064_6:5,especially_steep,especially,steep,"The climb has been especially steep , at least in part because we 're coming off a harsh and tenacious winter that sucked up more heating oil than usual .",nyt_eng_19960513_0064_6,5,nyt_eng_19960513,1996-05-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
122739,nyt_eng_19951007_0304_54:3,especially_sweet,especially,sweet,"That was especially sweet for a coach who , after his team lost to St. Mary 's two weeks ago , said his players lacked emotion .",nyt_eng_19951007_0304_54,3,nyt_eng_19951007,1995-10-07,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
184901,nyt_eng_19960405_0503_35:5,especially_vulnerable,especially,vulnerable,Real estate mortgages are especially vulnerable .,nyt_eng_19960405_0503_35,5,nyt_eng_19960405,1996-04-05,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
81438,nyt_eng_19950602_0276_22:23,essentially_abstract,essentially,abstract,"Schnabel even named one of his twin sons Cy . Schnabel 's work of recent years , like Twombly 's , is essentially abstract , with an emphasis on drawing and on words of uncertain significance .",nyt_eng_19950602_0276_22,23,nyt_eng_19950602,1995-06-02,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
32,nyt_eng_19940702_0032_15:4,even_accessible,even,accessible,It was n't even accessible to wheelchairs .,nyt_eng_19940702_0032_15,4,nyt_eng_19940702,1994-07-02,1994,negative,not_VP-adv,not,VP-adv,True,False
279340,nyt_eng_19970123_0658_16:29,even_aware,even,aware,"Although their party is reeling from charges that some donations were disguised or came from prohibited foreign sources , there has been no hint that either man was even aware of any irregularities .",nyt_eng_19970123_0658_16,29,nyt_eng_19970123,1997-01-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
32429,nyt_eng_19970402_0125_11:4,even_close,even,close,It 's not even close .,nyt_eng_19970402_0125_11,4,nyt_eng_19970402,1997-04-02,1997,negative,not_VP-adv,not,VP-adv,True,False
42645,nyt_eng_19971226_0430_10:11,even_close,even,close,That is why Sutter stresses that the work is not even close to being done .,nyt_eng_19971226_0430_10,11,nyt_eng_19971226,1997-12-26,1997,negative,not_VP-adv,not,VP-adv,True,False
252730,nyt_eng_19961101_0749_23:16,even_hostile,even,hostile,"And without the leadership of a major country , African nations are often reluctant or even hostile toward the idea of international intervention .",nyt_eng_19961101_0749_23,16,nyt_eng_19961101,1996-11-01,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
7977,nyt_eng_19950522_0418_28:22,even_r-rated,even,r-rated,"-LBQ-  It 's definitely selling things Phil Gramm claims he 's against , but by today 's standards it 's not even R-rated .  -RDQ-",nyt_eng_19950522_0418_28,22,nyt_eng_19950522,1995-05-22,1995,negative,not_VP-adv,not,VP-adv,True,False
40183,nyt_eng_19971025_0196_22:5,even_sure,even,sure,-LBQ-  I 'm not even sure it 's legal .,nyt_eng_19971025_0196_22,5,nyt_eng_19971025,1997-10-25,1997,negative,not_VP-adv,not,VP-adv,True,False
13,nyt_eng_19940808_0057_28:14,ever_inviolate,ever,inviolate,Nothing saps a team 's self-esteem like the notion that no lead is ever inviolate .,nyt_eng_19940808_0057_28,14,nyt_eng_19940808,1994-08-08,1994,negative,no_det-of-subj-N,no,det-of-subj-N,True,False
10545,nyt_eng_19940817_0335_3:5,exceedingly_elusive,exceedingly,elusive,"Because mountain lions are exceedingly elusive and studying them is costly and difficult , no reliable state census has been conducted for the species .",nyt_eng_19940817_0335_3,5,nyt_eng_19940817,1994-08-17,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
95893,nyt_eng_19950716_0077_17:11,exceptionally_cruel,exceptionally,cruel,But the bill 's proponents maintain that this method is exceptionally cruel .,nyt_eng_19950716_0077_17,11,nyt_eng_19950716,1995-07-16,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
395843,nyt_eng_19971223_0859_11:21,extraordinarily_consistent,extraordinarily,consistent,"The Fania sound under Masucci 's direction was initially hard dance music , and for 10 years its recordings were extraordinarily consistent , comparable to Motown at its peak in popular music or the Blue Note label for jazz .",nyt_eng_19971223_0859_11,21,nyt_eng_19971223,1997-12-23,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
60039,nyt_eng_19950321_0422_3:13,extremely_difficult,extremely,difficult,Sarin is most dangerous as a gas -- although it is then extremely difficult for a terrorist to carry -- but in Tokyo it was released as a liquid on the floor of the subway cars .,nyt_eng_19950321_0422_3,13,nyt_eng_19950321,1995-03-21,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
144120,nyt_eng_19951208_0634_48:4,extremely_encouraged,extremely,encouraged,"-LBQ-  We 're extremely encouraged by the response so far , and we have n't been around that long ,  -RDQ-  Benedico says .",nyt_eng_19951208_0634_48,4,nyt_eng_19951208,1995-12-08,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
299007,nyt_eng_19970321_0594_17:8,extremely_friendly,extremely,friendly,"Now , the junk bond market is extremely friendly again , but Kohlberg , Kravis did not consider trying to borrow more money to rescue the company again .",nyt_eng_19970321_0594_17,8,nyt_eng_19970321,1997-03-21,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
314929,nyt_eng_19970507_0320_87:4,extremely_interested,extremely,interested,"-LBQ-  He is extremely interested in the impact that sports can have on a community and he really has a capacity for making things happen ,  -RDQ-  said David Forsberg , Worcester 's chief development officer .",nyt_eng_19970507_0320_87,4,nyt_eng_19970507,1997-05-07,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
257080,nyt_eng_19961115_0130_12:3,extremely_lucky,extremely,lucky,"Cheyenne was extremely lucky , doctors said Thursday , because her defect was detected early and a donor heart was found quickly .",nyt_eng_19961115_0130_12,3,nyt_eng_19961115,1996-11-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
107402,nyt_eng_19950819_0057_14:13,extremely_nervous,extremely,nervous,"Even in cities where public hospitals are relatively healthy , administrators are extremely nervous about the budget resolution adopted by both houses of Congress earlier this year .",nyt_eng_19950819_0057_14,13,nyt_eng_19950819,1995-08-19,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
237857,nyt_eng_19960921_0260_13:4,extremely_proud,extremely,proud,"-LBQ-  I 'm extremely proud of our defense , especially the way they stopped Duke at the 2-yard line late in the game .",nyt_eng_19960921_0260_13,4,nyt_eng_19960921,1996-09-21,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
136373,nyt_eng_19951115_0651_40:17,extremely_quick,extremely,quick,"He 's pushing me all the time , and if I slip up , he 's extremely quick to take advantage of me .  -RDQ-",nyt_eng_19951115_0651_40,17,nyt_eng_19951115,1995-11-15,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
116537,nyt_eng_19950918_0712_52:26,extremely_quick,extremely,quick,The Giants may rely more on Armstead _ who normally only plays on passing situations in the  -LBQ-  nickel  -RDQ-  defense _ since he is extremely quick and is now stronger after adding about 20 pounds of muscle in the offseason .,nyt_eng_19950918_0712_52,26,nyt_eng_19950918,1995-09-18,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
284819,nyt_eng_19970208_0093_5:41,extremely_rare,extremely,rare,"Dr. Frederic A. Rasio , an astrophysicist at the Massachusetts Institute of Technology , approached the problem by assuming that relatively stable planetary systems like the Sun 's , with its one dominant massive planet _ Jupiter _ may be extremely rare .",nyt_eng_19970208_0093_5,41,nyt_eng_19970208,1997-02-08,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
160050,nyt_eng_19960126_0558_53:5,extremely_rebellious,extremely,rebellious,-LBQ-  I 'm just extremely rebellious .  -RDQ-,nyt_eng_19960126_0558_53,5,nyt_eng_19960126,1996-01-26,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
192536,nyt_eng_19960427_0254_18:95,extremely_remote,extremely,remote,"A handout from his office offers some details  -COL-  there are more than 800,000 polling places ; full voters ' lists name each of the 590 million electors and give their addresses ; 1.5 million police offers are on special duty on election days ; more than 200,000 tons of paper were used for ballots , and elephants and boats are on standby in areas where rivers and mountains and wild animals like tigers make it difficult , and sometimes dangerous , for election officials to reach polling places , some of which are extremely remote .",nyt_eng_19960427_0254_18,95,nyt_eng_19960427,1996-04-27,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
306430,nyt_eng_19970413_0095_17:8,extremely_sensitive,extremely,sensitive,"For some reason , he is also extremely sensitive to smells , be it the odor of greed radiated by the Devil , the scent of exhaustion that clings to John the Baptist or Jesus ' own sometimes sour breath .",nyt_eng_19970413_0095_17,8,nyt_eng_19970413,1997-04-13,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
430579,nyt_eng_19980413_0392_3:6,extremely_spatial,extremely,spatial,-LBQ-  My choreographic work is extremely spatial .,nyt_eng_19980413_0392_3,6,nyt_eng_19980413,1998-04-13,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
340809,nyt_eng_19970722_0666_16:4,extremely_tight,extremely,tight,"-LBQ-  It 's extremely tight ,  -RDQ-  said Pamela Hunter , who manages about $ 4 billion for Chase Manhattan Private Bank in New York .",nyt_eng_19970722_0666_16,4,nyt_eng_19970722,1997-07-22,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
155684,nyt_eng_19960115_0269_19:8,fairly_ancient,fairly,ancient,"In computer years , the 512 is fairly ancient , and no matter what you add , it can never be brought up to today 's standards .",nyt_eng_19960115_0269_19,8,nyt_eng_19960115,1996-01-15,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
24845,nyt_eng_19941021_0068_40:11,fairly_banal,fairly,banal,Many of the messages I found on bulletin boards were fairly banal .,nyt_eng_19941021_0068_40,11,nyt_eng_19941021,1994-10-21,1994,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
420763,nyt_eng_19980314_0077_41:18,fairly_good,fairly,good,"But it may underestimate the intelligence and taste of the reading public , which traditionally has been fairly good , given enough time , at distinguishing the genuine and lasting from the spurious and cheap .",nyt_eng_19980314_0077_41,18,nyt_eng_19980314,1998-03-14,1998,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
83804,nyt_eng_19950609_0223_28:28,fairly_injury-free,fairly,injury-free,"According to Whitaker , despite the speed at which many riders travel over the rough terrain -LRB- helmets are mandatory at Killington -RRB- , the sport is fairly injury-free .",nyt_eng_19950609_0223_28,28,nyt_eng_19950609,1995-06-09,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
351736,nyt_eng_19970824_0008_9:3,fairly_well-known,fairly,well-known,"Some are fairly well-known , such as Darius Kinsey 's Northwest lumberman and Andrew Russell 's  -LBQ-  Golden Spike  -RDQ-  picture at Promontory , Utah .",nyt_eng_19970824_0008_9,3,nyt_eng_19970824,1997-08-24,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
129546,nyt_eng_19951026_0641_34:20,finally_willing,finally,willing,"All of a sudden the amendment they hated in committee showed up in the bill , and they were finally willing to say that the states could n't impoverish the spouse .  -RDQ-",nyt_eng_19951026_0641_34,20,nyt_eng_19951026,1995-10-26,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
32774,nyt_eng_19970411_0030_26:9,fiscally_sound,fiscally,sound,"Fifty years later , it might not be fiscally sound for secondary earners to continue working , McCaffery said .",nyt_eng_19970411_0030_26,9,nyt_eng_19970411,1997-04-11,1997,negative,not_VP-adv,not,VP-adv,True,False
33,nyt_eng_19950806_0187_19:48,forth_able,forth,able,"Usually , I then launch into an explanation of how , yes , we have very little humidity in Arizona , but 120 degrees is hot anywhere and it 's no fun having to drive your car without being able to touch your steering wheel and so forth , except I can tell by the faraway look in his eye that the person is no longer listening to me , having made his point that he is , indeed , more miserable than me in the summer .",nyt_eng_19950806_0187_19,48,nyt_eng_19950806,1995-08-06,1995,negative,without-being_PP,without-being,PP,False,False
223167,nyt_eng_19960807_0667_24:15,frankly_skeptical,frankly,skeptical,"As more scientists learned of the discovery , many advised caution and some were frankly skeptical that the researchers indeed had sufficient evidence to back up their conclusions about life on Mars .",nyt_eng_19960807_0667_24,15,nyt_eng_19960807,1996-08-07,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
215308,nyt_eng_19960713_0320_25:4,frequently_brutal,frequently,brutal,The Games were frequently brutal .,nyt_eng_19960713_0320_25,4,nyt_eng_19960713,1996-07-13,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
134263,nyt_eng_19951109_0192_3:4,fully_aware,fully,aware,"But he is fully aware of the enormous extra difficulties he faces in the drive for peace without his former rival and then political partner , the slain Yitzhak Rabin .",nyt_eng_19951109_0192_3,4,nyt_eng_19951109,1995-11-09,1995,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
324880,nyt_eng_19970605_0052_14:5,fully_prepared,fully,prepared,It said it 's fully prepared to handle the increased competition that will come with deregulation .,nyt_eng_19970605_0052_14,5,nyt_eng_19970605,1997-06-05,1997,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
249157,nyt_eng_19961023_0444_2:9,fully_responsive,fully,responsive,Mrs. Owen says the staff and administration are fully responsive to her concerns .,nyt_eng_19961023_0444_2,9,nyt_eng_19961023,1996-10-23,1996,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,False
